situat,637,508
dog,450,402
bike,39,44
touch,910,331
all,1130,1071
within,444,369
secondsbr,4,14
word,769,958
geniu,289,138
often,949,618
thi,7636,7366
power,1156,680
messag,518,423
redempt,93,54
transform,185,138
repercuss,11,5
horribl,194,1189
diseas,73,69
famili,2110,1212
wellact,38,17
welldirect,12,3
flaw,374,258
Id,590,723
say,3236,4133
typic,499,401
suburban,39,21
difficulti,104,42
what,1621,2319
cultur,418,274
background,386,307
shown,562,425
real,2435,2084
life,3854,2196
nevertheless,157,74
soar,24,6
term,315,279
valu,428,533
understand,1105,1001
bring,1003,699
someon,843,1502
closer,124,80
maker,179,322
tear,309,139
eye,1034,870
quartet,12,11
trio,73,40
continu,574,563
qualiti,645,782
earlier,371,272
version,1291,1041
short,1059,860
maugham,21,16
here,369,465
three,1150,1035
verger,7,0
MR,18,8
knowital,5,4
sanitorium,3,0
comic,635,504
prolong,12,33
joke,490,1069
payoff,23,39
last,1639,1481
seriou,478,490
health,96,39
issu,389,302
involv,938,999
again,119,119
author,270,202
introduc,289,255
storiesbr,13,8
jame,650,390
hayter,5,0
soon,667,494
signatur,25,18
samuel,23,22
pickwick,3,0
hero,606,658
small,945,635
job,1517,852
church,208,198
vicar,7,6
hordern,3,2
intellectu,115,119
snob,15,22
when,1352,1100
hear,521,517
school,767,840
fire,379,434
save,524,1179
money,694,1577
tell,1599,1537
wife,1135,898
kathleen,31,18
harrison,26,40
fanci,64,75
buy,506,480
news,132,150
tobacco,3,15
shop,190,150
store,247,308
thrive,20,5
whole,1290,1758
chain,80,81
christen,5,3
latter,194,145
amaz,1153,365
prosper,16,8
bank,130,173
manag,806,715
felix,115,4
aylmer,3,0
meet,989,593
diversifi,3,3
invest,47,88
leav,1156,1079
unintent,40,195
iron,227,175
coda,8,3
accord,151,157
man,3236,2358
max,129,79
kelada,5,0
nigel,10,5
patrick,146,73
cruis,67,75
splashi,6,6
friendli,115,54
slightli,289,244
overbear,24,25
type,633,637
middl,369,430
east,77,70
busi,451,307
trip,300,222
regard,238,227
jewelri,27,12
steamship,3,0
mate,82,92
Mr,774,583
grey,102,58
quiet,206,81
proper,101,128
wilfr,6,3
hydewhit,5,1
silent,284,179
disapprov,11,15
enliven,6,10
heavili,88,90
ship,189,237
entertain,1532,1153
point,1763,2292
resembl,166,220
plot,2466,4149
china,120,59
sea,135,131
piec,845,1057
fake,124,386
insist,104,103
spot,291,233
describ,350,371
rise,198,187
occasionbr,4,4
longest,34,23
segment,247,138
roland,15,10
culver,5,0
fiction,366,260
alterego,7,12
writer,599,856
spi,178,87
hitchcock,128,73
agent,214,214
month,226,176
find,3073,2351
remark,380,178
crew,275,295
jean,200,93
simmon,70,16
frail,15,9
young,2322,1302
woman,1423,1340
finlay,20,2
curri,31,15
irasc,8,2
scotsman,3,2
john,1328,846
lauri,41,15
raymond,66,21
huntley,5,5
patient,154,103
anger,146,75
renni,20,10
threaten,144,126
among,486,292
conclus,244,247
deal,767,462
deepli,234,83
movingbr,10,1
dandi,63,7
followup,35,24
worth,1206,1047
matur,183,58
admit,369,363
shed,94,64
respons,262,264
filmbr,377,423
need,1580,1751
perhap,870,785
advent,12,1
us,1848,1331
next,825,839
levelbr,13,13
aileen,8,3
girlfriend,274,339
secretari,93,42
main,1049,1224
she,2151,1693
roshan,10,1
seth,15,30
restaur,75,54
inform,358,222
websit,64,61
have,284,299
state,525,485
interest,2300,2455
think,4242,4560
jonathan,66,33
demm,19,3
directori,73,53
debut,202,83
roger,219,143
corman,27,38
legendari,130,57
exploit,209,260
outfit,68,101
pictur,1083,805
rate,899,1110
highli,854,268
finest,225,44
grindhous,8,19
classic,1344,739
grace,212,204
celluloid,31,69
russ,22,25
meyer,27,49
starlet,25,12
eric,168,97
vixen,14,13
beyond,369,482
valley,41,40
doll,82,114
gavin,7,10
robust,17,2
perform,3543,1827
brassi,6,1
resili,9,5
fish,120,95
best,4227,2046
persever,18,4
grimi,12,5
hellish,8,4
penitentiari,6,2
alway,2071,1138
fabul,139,45
barbara,183,53
steel,116,46
offer,552,478
delici,93,17
portray,1216,660
mean,1168,1664
crippl,50,30
sexual,503,461
frustrat,171,159
warden,29,24
erot,105,85
slow,456,608
steami,22,13
stripteas,7,4
front,276,317
ladi,604,508
inmat,44,28
longtim,34,21
bmovi,69,169
actress,792,696
roberta,10,1
arous,22,29
unholi,5,11
roller,24,22
collin,24,25
deliv,544,462
hilari,647,392
raunchi,31,14
endear,103,54
turn,1823,1944
cheer,140,96
forward,276,360
foulmouth,8,12
kleptomaniac,3,2
felon,9,2
gutbust,7,2
dirti,204,123
pinnochio,2,1
lynda,5,5
gold,145,111
aka,112,118
sinclair,7,12
tobe,7,28
hooper,7,48
eaten,30,55
aliv,218,221
curti,101,31
harrington,7,2
rubi,74,18
uninhibit,9,5
wildcat,7,1
crazi,328,342
alic,93,98
cheryl,19,3
rainbeaux,5,0
smith,328,138
repris,43,27
fragil,49,18
frighten,173,119
innoc,398,191
child,663,564
tale,616,296
supernatur,104,103
expect,1378,1561
ampl,21,27
amount,276,318
coars,22,11
languag,319,207
nuditi,167,401
rape,190,331
violenc,501,526
crass,11,25
sexist,15,28
lurid,27,12
mindless,44,110
filth,12,57
effect,1604,1819
explor,306,168
mani,3759,2897
men,1048,773
cruelli,9,2
women,834,934
strongli,136,84
assert,37,30
notion,69,67
overcom,130,65
obstacl,49,25
band,345,257
togeth,1226,912
group,516,602
brave,148,79
misogynist,12,25
oppressor,6,5
mighti,43,38
fight,972,981
forc,735,737
zesti,4,1
confid,120,52
direct,1753,1847
gloriou,78,25
abund,28,36
astut,30,7
observ,158,107
incident,56,51
detail,525,332
moment,1490,1186
engagingli,5,0
quirki,115,64
human,1312,846
behavior,141,142
furthermor,43,62
tak,3,1
vibrant,52,16
cinematographi,566,395
cale,6,0
marvel,241,62
dolor,10,2
oddbal,22,16
blue,248,222
score,699,461
excel,1792,416
wright,30,20
sheriff,115,126
mack,26,16
uproari,17,4
aw,182,1535
creatur,196,324
featur,1010,820
howler,1,12
track,291,276
sidesplit,11,5
bit,1860,1432
jerki,12,24
cop,362,506
car,583,860
prison,371,283
escape,11,6
stop,608,796
ga,90,92
station,184,174
bathroom,55,55
rous,35,10
immens,105,54
cage,166,157
heat,89,59
qualifi,55,74
drivein,36,34
fan,1765,1498
rent,387,822
knew,458,433
mindbend,4,3
disbelief,56,112
realiti,613,376
beat,287,303
work,3773,2954
kurt,101,45
russel,145,86
though,2405,2010
emotionless,12,14
soldier,373,376
recommend,1425,831
want,2929,3677
action,1814,1563
hard,1159,1244
sometim,771,484
from,442,410
came,889,775
across,482,481
stone,218,205
told,587,450
spite,99,90
unlik,520,400
opportun,235,238
onlin,47,45
catalogu,10,11
local,521,506
librari,82,58
recent,655,426
purchas,136,78
releas,1065,754
which,139,181
Im,1783,2754
extrem,703,747
glad,270,177
stun,357,135
depth,272,261
old,2079,2000
vh,191,75
copi,395,331
speak,487,586
singl,367,541
far,1285,1557
aspect,452,382
photograph,214,165
pursu,105,74
exact,81,117
visual,651,392
style,911,645
firm,45,39
fact,1764,1933
cinematograph,93,54
almost,1544,1558
singlehandedli,11,17
carri,516,396
help,1577,1197
talent,813,889
cast,2433,1980
juan,31,19
ruiz,2,6
camera,682,1017
virtual,103,165
everi,1949,2014
most,348,368
littl,3319,3068
magic,459,227
take,3378,3158
breath,164,111
awaybr,38,28
christoph,224,191
cain,160,103
career,575,474
gather,101,85
repres,250,160
catch,365,254
near,376,399
begin,1520,1309
big,1745,1596
budget,550,967
loss,159,131
focu,275,217
subtl,329,96
found,1313,1272
step,317,218
back,2514,2389
happen,1532,1948
much,4606,4978
earli,922,630
space,350,389
talk,898,1192
side,778,571
display,238,217
raw,127,50
outright,29,36
pain,401,693
tie,166,187
exist,403,451
held,186,150
gina,40,31
script,1037,2185
allow,561,459
wilford,7,2
brimley,8,2
robert,634,443
duval,48,44
glenn,75,47
close,813,723
freder,8,5
spend,318,509
simpli,834,1126
whether,442,406
minor,281,206
deep,392,229
signific,148,115
weight,67,70
pure,390,338
realitybr,19,7
soundtrack,446,308
horner,9,1
forgotten,178,150
mayb,919,1360
period,445,331
hangov,8,12
remind,530,382
childhood,243,105
modern,544,340
rememb,1181,847
imag,499,332
underst,75,17
overal,816,600
result,475,538
skin,100,128
grew,151,98
era,363,180
north,114,87
america,406,300
truli,1014,723
isbr,81,102
pleas,482,714
seebr,31,22
black,964,1020
stallion,15,9
cri,461,283
wolf,42,84
tender,106,24
merci,36,74
testament,58,25
place,1551,1354
heart,938,400
matewan,1,2
high,976,940
tide,43,13
drive,346,425
miss,1115,972
daisi,50,36
garden,89,79
wendi,39,58
luci,112,48
ye,711,778
star,2193,1844
plain,166,410
univers,312,261
sent,251,143
trent,12,18
harri,483,227
caught,334,212
tape,195,154
true,1424,817
misfit,23,26
glori,84,58
cant,1514,2214
too,134,234
bad,1836,7116
tragedi,265,105
altern,129,112
fellow,256,140
trilog,139,70
retel,33,25
sean,115,146
penn,33,42
crispin,14,17
glover,103,39
expand,51,38
contextu,5,3
broader,15,3
glimps,135,77
grow,410,236
weird,307,379
vanilla,45,11
anyon,1197,1396
everyon,1204,985
hello,34,47
just,485,654
awesom,368,122
not,1057,1587
block,74,85
buster,44,32
smash,51,72
hit,706,632
meant,272,337
sister,564,409
We,945,883
rockin,10,8
GO,17,26
ramon,97,12
ME,20,27
done,1485,1444
heard,547,547
mix,411,312
review,871,1261
product,975,1175
support,974,517
gave,589,628
eva,75,58
mendez,13,2
els,776,1148
portion,66,76
rivet,91,23
kati,25,19
cassidi,44,36
quit,2178,1636
ahead,202,164
complet,1163,1832
question,638,650
prioriti,16,10
lie,283,327
romp,57,31
cheech,40,4
chong,35,16
drug,327,362
sing,560,339
pee,12,20
wee,20,16
alien,242,424
gasolin,2,11
laundri,10,14
stand,724,604
comedi,1876,1566
surprisingli,312,154
coke,20,29
coher,38,107
plausibl,52,67
Up,71,64
smoke,111,134
without,1659,1583
becom,1843,1412
nice,1310,939
song,1087,753
follow,1207,956
notabl,175,117
welfar,10,6
offic,509,411
jone,171,180
nois,60,141
machin,214,214
academi,192,105
seri,2031,1171
watchabl,96,189
sober,29,19
notbr,29,72
rehab,6,7
OK,236,620
huge,462,541
nanci,182,41
origin,1685,2278
went,662,797
bewar,30,33
villain,424,461
lower,91,157
grade,129,253
clue,118,221
current,216,159
fashion,243,223
havent,444,369
complain,153,109
emma,152,47
excit,502,454
chase,337,449
away,1248,1415
solv,118,111
mysteri,722,612
suggest,383,382
sinc,1495,1364
noth,1284,2932
drew,160,85
Go,158,130
may,1986,1385
oscar,644,239
worthi,149,161
kind,1350,1606
sweetli,19,0
addict,152,85
babe,64,69
casino,37,28
constantin,3,4
carton,3,8
dont,3311,5163
hate,504,733
ruin,200,351
happi,675,388
bitter,111,59
goe,1172,1240
heaven,198,137
waybr,95,90
critic,614,417
gotta,52,76
jare,31,32
outstand,332,76
lennon,36,23
doesnt,1947,2608
matter,680,630
manner,307,222
express,404,286
postur,20,14
accent,239,426
attitud,206,110
cafe,23,9
verbal,50,29
spar,17,4
stutter,10,15
paul,583,288
mccartney,19,0
wing,123,84
silli,309,615
statu,127,121
TV,1274,1203
By,327,347
credibl,116,184
alexandra,22,18
bastedo,3,0
gorgeou,258,106
order,583,548
they,1337,1617
didnt,1687,2660
superpow,6,27
superior,230,126
strength,216,84
sight,196,170
roll,289,308
special,1072,1116
explos,146,128
everywher,88,89
suppos,457,1450
stuff,466,650
tri,2491,3814
minut,1047,2447
light,776,630
anybodi,126,181
load,133,168
satellit,18,15
galaxi,46,16
andromeda,3,4
distant,76,41
civil,175,90
endearingli,11,2
stupid,290,1501
honest,256,204
ripoff,42,153
king,568,442
kong,148,108
upstag,7,13
sheer,119,127
belli,27,25
idiot,88,356
goofi,67,94
predict,323,733
peter,526,323
jackson,210,124
miser,59,163
comput,194,321
cartoon,342,378
bear,225,192
romanc,451,269
giant,163,264
yeti,36,38
femal,421,577
umberto,7,1
lenzi,2,1
citi,810,407
OF,216,207
dead,690,1023
eyesbr,26,17
asid,224,253
innuendo,22,27
bone,83,76
nippl,11,16
tweak,6,11
goodby,45,19
forget,399,406
sex,619,973
sort,737,916
jock,19,31
strap,9,33
cover,398,491
monstrou,14,19
packag,48,64
amus,329,352
anatom,2,3
correct,142,146
tradeoff,2,2
DO,42,118
wacki,40,54
scientist,157,303
inquisit,5,6
toni,431,147
kendal,9,6
rare,517,228
duplicit,7,3
bastard,24,39
intellig,475,404
colli,5,2
adventur,485,212
europ,134,76
emerg,137,96
guy,1551,2646
loader,1,2
decor,71,37
ape,55,144
monster,279,599
who,686,730
size,62,86
liter,267,268
chang,1111,875
scale,98,101
inappropri,22,80
carnag,31,21
godzilla,11,84
VS,19,4
smog,2,3
tame,51,75
comparison,161,139
crowd,168,118
reaction,206,161
aplenti,9,7
either,646,1101
spanish,140,123
italian,297,226
canadian,125,105
extra,274,234
depend,147,99
shoot,426,603
dress,308,276
enthusiast,66,55
stage,505,371
inept,31,153
monkey,81,132
moviebr,348,513
enthusiasm,52,32
frank,332,149
kramer,11,28
gianfranco,6,0
parolini,3,0
sartana,1,2
god,440,705
gun,321,483
import,656,405
spaghetti,19,37
western,431,318
actionadventur,8,19
genr,727,512
adventuresom,2,2
took,567,531
chanc,673,497
aim,104,172
reckless,22,23
abandon,142,143
render,95,75
technic,259,251
error,59,103
inconsist,35,88
total,735,1206
meaningless,26,83
serious,314,664
wouldnt,363,701
IS,168,175
whi,323,1038
suck,123,577
forgot,68,107
materi,343,445
dictat,59,30
outcom,80,50
armi,212,239
macintosh,2,7
pod,9,27
anim,1470,883
fault,163,167
clunki,13,37
spirit,434,270
partli,71,54
apart,532,420
miniatur,16,20
set,2097,1781
seamlessli,18,3
vapid,5,38
hour,747,1261
rank,146,124
versu,63,43
IT,76,115
curs,92,134
golem,6,8
improb,36,40
rampag,26,48
becaus,210,240
wreck,52,104
trampl,7,9
toss,44,85
arm,162,236
fertil,9,10
energet,51,12
pull,469,440
bodi,471,659
might,1251,1638
rough,119,63
tyke,2,3
share,371,200
someday,43,25
weekend,79,134
age,959,541
commit,239,242
celluloidbr,2,3
care,907,1152
around,1633,1898
page,276,157
studi,243,190
decad,267,184
chees,34,106
ball,181,166
compar,556,500
left,939,1134
right,1779,1631
cheezi,9,11
howev,1761,1710
past,741,545
preserv,48,34
refus,207,136
fear,419,299
spoil,220,171
send,215,200
attent,509,391
feud,16,12
york,499,292
steve,265,204
chuck,70,80
strive,34,33
boweri,10,3
late,725,481
nineteenth,5,4
centurybr,11,7
account,147,141
caus,498,526
becam,409,287
spanishamerican,2,1
walsh,73,11
clearli,405,489
affect,316,107
recreat,96,59
hereand,1,4
wild,274,181
number,766,582
saloon,32,18
singer,166,147
pert,3,8
beeri,26,1
wasa,2,1
tough,268,190
fay,99,64
wray,15,15
fast,322,388
off,27,40
seen,3350,3181
return,655,495
jedi,50,11
On,515,482
video,683,1000
parti,347,285
ben,324,282
obiwan,6,4
die,865,990
imperi,34,10
disappear,163,183
yoda,26,4
luke,166,80
darth,35,15
vader,54,16
anakin,13,11
skywalk,24,7
are,119,171
him,33,25
while,819,590
appear,1211,1314
Is,309,403
sith,10,4
usual,980,946
selv,9,7
reckon,27,15
produc,766,953
mace,4,14
other,1119,881
got,1631,1943
under,37,44
ground,200,219
lol,50,35
taken,494,483
twist,656,559
lowli,6,9
bu,103,75
skank,2,3
highclass,4,2
débutant,5,2
tim,157,148
meadow,39,10
leon,59,41
phelp,11,3
mansion,75,89
hugh,111,69
father,1335,723
figur,558,597
constantli,217,192
porn,91,241
kick,252,277
street,541,373
fend,16,15
chauvinist,9,6
outlook,25,6
youth,219,126
taught,50,45
unfathom,6,16
mystic,56,55
level,575,539
dumb,133,489
luck,137,111
hijinx,3,1
lightheart,82,24
hood,79,111
credit,542,697
began,175,136
invok,15,9
holi,39,77
romero,40,75
instantli,76,51
standard,363,400
cannot,486,609
afford,72,66
aspir,89,68
moviewatch,2,7
companion,81,49
profess,51,37
doubt,444,426
urban,144,53
surpass,63,28
semin,15,8
leprechaun,1,6
skeptic,45,27
settl,111,86
reward,122,59
sincer,108,83
goodheart,22,4
zombi,347,914
Oh,230,707
certainli,822,631
low,431,902
amateur,44,192
popul,93,97
cinema,854,601
cheap,202,664
yeah,124,307
ricki,44,14
lab,43,88
surrog,19,14
younger,299,200
night,1090,1084
oakland,15,8
befor,205,131
plan,416,416
escap,471,388
drivebi,7,4
scientif,53,57
mind,1035,1006
present,858,602
option,51,56
inject,28,63
experiment,58,40
formula,170,189
sadli,207,356
bro,42,39
wake,121,133
ambul,7,10
bloodthirsti,6,24
chao,67,41
mayhem,30,33
econom,58,28
enemi,154,134
vengeanc,61,25
poor,409,1441
judg,241,226
complex,390,146
gori,88,137
four,445,403
opin,4,2
ahha,1,2
white,734,686
tshirt,18,19
blood,438,698
techniqu,160,111
lowbudget,100,179
jordan,30,34
repli,59,35
gang,200,235
ban,55,80
orlean,61,17
bar,228,213
room,512,468
hang,182,251
sympathet,145,82
explan,84,234
aris,45,21
test,163,167
rule,295,169
contribut,150,104
canon,27,16
infect,36,65
bite,85,108
unusu,263,93
head,802,1093
puls,16,17
absenc,61,56
prove,496,435
gratuit,77,164
injok,11,12
mercenari,14,11
groan,7,48
pierc,77,37
brosnan,111,15
newest,16,5
longer,232,231
bond,310,94
assassin,103,111
he,1364,1523
tire,186,267
greg,52,30
straight,322,434
narrow,35,27
now,531,725
separ,169,112
drink,154,211
sudden,136,112
drawn,222,156
event,736,509
notch,94,39
humor,867,667
battlestar,24,25
galactica,14,33
isnt,1319,1844
necessari,194,113
bsg,46,14
futur,566,288
astonish,85,29
theatric,153,103
lead,1364,1269
chosen,121,104
experienc,137,107
stoltz,22,10
reunit,82,38
daughter,667,570
cost,142,290
paula,54,9
malcomson,4,0
deadwood,6,2
fame,162,99
terrif,362,79
motiv,181,266
pilot,190,150
intrigu,311,228
zoe,15,10
rel,239,191
unknown,164,140
alessandra,4,0
esai,8,2
moral,376,274
desir,302,187
wrong,657,1097
consid,789,788
object,183,173
idea,958,1612
announc,75,73
thrill,256,180
adama,10,4
influenc,242,112
differ,1823,1113
robot,164,192
permeat,20,14
keep,1402,1109
humanoid,8,9
garbag,66,358
screen,1298,1158
gotten,137,148
least,1088,1984
couldnt,458,1046
strong,742,318
restraint,31,18
mike,120,163
sullivan,129,23
tom,438,323
hank,153,86
tyler,45,28
hoechlin,16,0
emot,1117,558
wheel,35,58
basi,80,87
veteran,141,104
newman,58,17
timebr,172,175
bold,65,44
graphic,231,195
novel,591,507
allan,22,18
richard,539,385
pier,10,11
fatherson,28,5
basic,586,856
employ,109,100
candid,71,42
sole,103,146
unfit,6,4
rooney,57,27
gener,934,1028
organ,110,131
therefor,165,178
debt,45,30
paid,89,260
safe,133,126
boss,268,171
loyalti,69,19
embrac,71,34
fatebr,6,3
adapt,455,359
david,638,369
self,210,196
dialogu,624,981
yet,1516,1153
virtuou,6,8
unfold,175,65
brilliant,874,262
art,835,649
johnson,99,88
raini,26,33
snow,64,79
exterior,44,27
irish,116,72
necessarybr,7,8
element,647,505
conrad,47,17
hall,150,74
photographi,236,158
enter,253,190
chicago,54,35
impress,848,586
reveal,449,290
windshield,8,11
subsequ,115,51
dolli,12,10
awaken,72,43
peer,39,24
window,145,159
truck,65,118
sideway,9,13
scenic,20,10
principl,69,33
creat,954,682
brazenli,1,4
sam,226,218
mend,28,4
american,1345,1036
variou,352,251
award,431,233
british,521,362
decid,801,979
mark,454,346
illumin,35,9
brazen,4,6
theme,766,449
brilliantli,200,41
fulli,254,159
competit,93,66
sign,215,274
insomnia,13,34
report,206,237
statement,101,131
australian,128,89
tenni,6,12
william,569,342
mcinn,1,2
crappi,42,202
tone,327,243
rotten,22,70
hugo,29,10
speer,4,1
monti,34,26
rippl,4,4
muscl,27,34
sigh,20,26
stole,59,55
martin,194,177
sack,16,32
put,1504,1575
programm,53,42
walk,477,842
evalu,23,19
today,924,311
brainless,11,42
effet,4,0
soylent,52,9
green,248,185
ask,672,813
anymor,146,160
thinkbr,15,14
surpris,1203,758
cooki,32,39
planet,283,233
indiffer,39,43
possiblebr,15,26
rich,362,242
paradis,49,25
idioci,10,27
showbr,55,50
wash,62,66
brain,149,369
piti,121,178
progress,203,141
technolog,149,125
write,771,1244
stopbr,5,6
politician,64,50
stewart,374,74
reveng,235,276
fate,184,121
winchest,62,5
rifl,67,31
ad,353,396
cold,305,201
obsess,254,200
laid,62,72
cowboy,157,77
owner,202,112
huntingbr,1,2
select,101,91
gambler,23,12
fighter,58,79
indian,283,226
trader,21,8
rober,2,1
path,145,90
battl,465,312
heist,31,39
etc,454,567
dan,177,113
waco,13,2
johnni,201,122
dean,81,107
gunfight,26,32
itchi,25,7
trigger,31,28
finger,70,103
trivia,36,33
note,539,426
rock,572,414
hudson,92,43
chiefbr,2,1
showdown,52,31
tens,107,49
fought,45,34
rang,172,148
